99106,東急電鉄,大井町線,未分類
99107,京成電鉄,千葉線,未分類
99108,京成電鉄,千原線,未分類
99201,近畿日本鉄道,鈴鹿線,未分類
99202,西武鉄道,狭山線,未分類
99203,京成電鉄,成田スカイアクセス線,未分類
99204,三陸鉄道,北リアス線,未分類
99205,井原鉄道,井原線,未分類
99206,京成電鉄,東成田線,未分類
99207,富山地方鉄道,富山地鉄電車,未分類
99208,近畿日本鉄道,長野線,未分類
99209,JR北海道,急行列車,未分類
99210,京都市営地下鉄,烏丸線,未分類
99211,名古屋鉄道,尾西線,未分類
99212,名古屋鉄道,河和線,未分類
99213,名古屋鉄道,知多新線,未分類
99214,阪急電鉄,嵐山線,未分類
99218,東武鉄道,小泉線,未分類
99215,東武鉄道,亀戸線,未分類
99216,名古屋鉄道,蒲郡線,未分類
99217,大阪市営地下鉄,南港ポートタウン線,未分類
99301,名古屋鉄道,羽島線,未分類
99302,名古屋鉄道,広見線,未分類
99303,京成電鉄,特急スカイライナー,未分類
99304,大阪市営地下鉄,谷町線,未分類
99305,大阪市営地下鉄,北大阪急行線,未分類
99342,松浦鉄道,松浦鉄道線,未分類
99306,大阪市営地下鉄,中央線,未分類
99307,近畿日本鉄道,けいはんな線,未分類
99308,伊豆箱根鉄道,駿豆線,未分類
99309,伊豆箱根鉄道,大雄山線,未分類
99310,しなの鉄道,北しなの線,未分類
99311,えちごトキめき鉄道,妙高はねうまライン,未分類
99312,横浜市営地下鉄,グリーンライン,未分類
99313,大阪市営地下鉄,四つ橋線,未分類
99314,名古屋鉄道,津島線,未分類
99315,名古屋鉄道,豊田線,未分類
99316,JR東日本,上野東京ライン,未分類
99343,IRいしかわ鉄道,IRいしかわ鉄道線,未分類
99317,あいの風とやま鉄道,あいの風とやま鉄道線,未分類
99318,大阪市営地下鉄,長堀鶴見緑地線,未分類
99319,東武鉄道,日光線特急,未分類
99320,東武鉄道,伊勢崎線特急,未分類
99321,東武鉄道,東武スカイツリーライン,未分類
99322,東武鉄道,伊勢崎線,未分類
99323,えちごトキめき鉄道,日本海ひすいライン,未分類
99324,近畿日本鉄道,湯の山線,未分類
99325,土佐くろしお鉄道,中村･宿毛線,未分類
99326,大阪市営地下鉄,堺筋線,未分類
99327,近畿日本鉄道,生駒線,未分類
99328,阪急電鉄,今津線,未分類
99329,名古屋鉄道,西尾線,未分類
99330,西日本鉄道,貝塚線,未分類
99331,JR西日本,和田岬線,未分類
99332,西武鉄道,多摩川線,未分類
99333,関東鉄道,竜ヶ崎線,未分類
99334,東急電鉄,こどもの国線,未分類
99335,東急電鉄,世田谷線,未分類
99336,東武鉄道,佐野線,未分類
99337,福岡市営地下鉄,七隈線,未分類
99338,南海電気鉄道,高師浜線,未分類
99339,富士急行,富士急行線,未分類
99340,JR四国,内子線,未分類
99341,高松琴平電気鉄道,琴平線,未分類
99344,阪急電鉄,伊丹線,未分類
99401,東武鉄道,鬼怒川線,未分類
99402,名古屋鉄道,豊川線,未分類
99403,伊予鉄道,郡中線,未分類
99427,高松琴平電気鉄道,長尾線,未分類
99404,甘木鉄道,甘木線,未分類
99405,北九州モノレール,北九州モノレール,未分類
99406,近江鉄道,近江鉄道線,未分類
99407,高松琴平電気鉄道,志度線,未分類
99408,伊予鉄道,高浜線,未分類
99409,JR西日本,羽衣線,未分類
99410,東武鉄道,桐生線,未分類
99411,南海電気鉄道,加太線,未分類
99412,小湊鐵道,小湊鐵道線,未分類
99413,いすみ鉄道,いすみ線,未分類
99422,真岡鐵道,真岡線,未分類
99414,会津鉄道,会津線,未分類
99415,阿武隈急行,阿武隈急行線,未分類
99416,JR東日本,仙石東北ライン,未分類
99417,鹿島臨海鉄道,大洗鹿島線,未分類
99423,近畿日本鉄道,天理線,未分類
99424,京王電鉄,動物園線,未分類
99425,伊予鉄道,横河原線,未分類
99426,名古屋鉄道,小牧線,未分類
99418,ニューシャトル,ニューシャトル,未分類
99419,大阪市営地下鉄,御堂筋線,未分類
99420,名古屋鉄道,竹鼻線,未分類
99421,小湊鐵道,観光列車,未分類
99501,京王電鉄,競馬場線,未分類
99502,名古屋市営地下鉄,桜通線,未分類
99503,名古屋鉄道,築港線,未分類
99504,近畿日本鉄道,御所線,未分類
99505,JR西日本,,未分類
99506,JR西日本,宇野みなと線,未分類
99507,道南いさりび鉄道,道南いさりび鉄道線,未分類
99508,JR西日本,桃太郎線,未分類
99509,近畿日本鉄道,田原本線,未分類
99510,京成電鉄,金町線,未分類
99511,南海電気鉄道,高野線汐見橋方面,未分類
99512,JR東日本,気仙沼線BRT,未分類
99513,JR東日本,大船渡線BRT,未分類
13692,京阪電気鉄道,男山ケーブル線,未分類
99514,京阪電気鉄道,京津線,未分類
99515,京阪電気鉄道,石山坂本線,未分類
99516,札幌市営地下鉄,東豊線,未分類
99517,大井川鐵道,井川線,未分類
99518,三岐鉄道,北勢線,未分類
99519,上毛電気鉄道,上毛線,未分類
99520,大井川鐵道,大井川本線,未分類
99521,小湊鉄道,小湊鉄道線,未分類
99522,ひたちなか海浜鉄道,湊線,未分類
99523,和歌山電鐵,貴志川線,未分類
99524,三岐鉄道,三岐線,未分類
99525,四日市あすなろう鉄道,四日市あすなろう鉄道線,未分類
99526,松本電鉄,上高地線,未分類
99528,上信電鉄,上信線,未分類
99529,養老鉄道,養老線,未分類
99530,近畿日本鉄道,西信貴鋼索線,未分類
99531,能勢電鉄,妙見の森ケーブル,未分類
99532,名古屋市営地下鉄,名城線･名港線,未分類,
